,date,likes,dislikes,followers,price
121,2020-05-01,947,138,8040,103.82334724613563
122,2020-05-02,882,229,5929,194.0903912312612
123,2020-05-03,665,14,1971,137.81392009342477
124,2020-05-04,256,200,7778,193.03414848156416
125,2020-05-05,602,235,9399,172.70209680233626
126,2020-05-06,658,357,4042,92.31735813269766
127,2020-05-07,964,45,575,101.17738137152965
128,2020-05-08,606,28,4073,48.39240116594774
129,2020-05-09,46,321,7824,163.3146022562064
130,2020-05-10,774,117,3284,193.70957583242634
131,2020-05-11,304,35,4431,2.910257113466752
132,2020-05-12,76,163,5550,38.826429095488855
133,2020-05-13,574,279,9554,52.49243721412036
134,2020-05-14,530,138,5258,89.86382913794031
135,2020-05-15,520,126,8774,79.99526659254839
136,2020-05-16,53,123,9631,165.12970801376804
137,2020-05-17,242,389,2011,194.67520995560923
138,2020-05-18,154,119,9778,175.37319323629146
139,2020-05-19,649,363,8332,187.3408193643997
140,2020-05-20,39,235,255,141.36395542540586
141,2020-05-21,692,159,8271,191.59102298793283
142,2020-05-22,625,49,4502,173.36992524236047
143,2020-05-23,166,394,4734,34.69822502504145
144,2020-05-24,651,391,2527,139.05834770756337
145,2020-05-25,886,306,2012,150.7484400018892
146,2020-05-26,132,376,4394,148.5503396477305
147,2020-05-27,188,346,4679,121.95143661855177
148,2020-05-28,809,121,3042,89.52043875993863
149,2020-05-29,550,150,4190,134.06755120555897
150,2020-05-30,636,165,6828,67.27007908599457
151,2020-05-31,180,186,6858,132.63446743077114
152,2020-06-01,875,360,5388,53.58063068452803
153,2020-06-02,275,89,7874,82.0265617580262
154,2020-06-03,170,46,2483,142.06282738358934
155,2020-06-04,910,72,5827,153.4804830568064
156,2020-06-05,486,125,2821,89.99026411664488
157,2020-06-06,619,145,9613,76.34466601816318
158,2020-06-07,183,353,1798,140.42906024355295
159,2020-06-08,414,94,9975,139.1057764904025
160,2020-06-09,46,268,4031,11.326304827678912
161,2020-06-10,51,183,6820,21.684547401070663
162,2020-06-11,953,189,8291,151.99453382517981
163,2020-06-12,218,347,4590,137.35913332957332
164,2020-06-13,791,108,2342,95.90934896062481
165,2020-06-14,108,277,812,157.68896402598182
166,2020-06-15,745,124,7166,7.395367264016528
167,2020-06-16,489,97,6862,54.155233768750975
168,2020-06-17,450,96,7037,131.82536759038248
169,2020-06-18,122,181,9610,102.89428971083609
170,2020-06-19,984,162,6449,177.77466997990203
171,2020-06-20,50,67,344,52.77531829621094
172,2020-06-21,472,87,5810,148.42061458193137
173,2020-06-22,75,177,6493,188.90591022201946
174,2020-06-23,340,41,3967,121.99774464505198
175,2020-06-24,871,50,9470,61.73728288602276
176,2020-06-25,868,194,2640,4.71940539764224
177,2020-06-26,472,31,5274,72.4657355097116
178,2020-06-27,328,96,1895,169.44650374029908
179,2020-06-28,815,134,533,132.9487587962683
180,2020-06-29,421,114,382,175.66499169732631
181,2020-06-30,194,334,7189,148.52129523502597
182,2020-07-01,937,187,6989,25.71722762469124
183,2020-07-02,670,93,1125,120.59210633441522
184,2020-07-03,456,263,2893,199.64081524231457
185,2020-07-04,388,76,716,60.58282586269066
186,2020-07-05,604,246,731,114.77131314787718
187,2020-07-06,36,165,2227,160.94202741556484
188,2020-07-07,722,51,6936,163.23383819403224
189,2020-07-08,981,338,3409,19.29323483190879
190,2020-07-09,153,112,865,36.75856769521446
191,2020-07-10,727,117,77,190.76743360914682
192,2020-07-11,669,385,4595,48.755897840885275
193,2020-07-12,104,78,1586,105.55961935765248
194,2020-07-13,707,323,602,45.32263079889476
195,2020-07-14,785,187,3766,43.80442777091464
196,2020-07-15,323,130,2403,147.10972487350003
197,2020-07-16,319,52,2294,46.302800871075966
198,2020-07-17,152,119,5646,82.28379163074675
199,2020-07-18,224,379,8708,80.16666569350079
200,2020-07-19,517,339,7102,22.43633618842693
201,2020-07-20,140,69,5588,152.36329525521816
202,2020-07-21,251,254,7305,69.49597767673974
203,2020-07-22,114,392,3212,97.44546453540124
204,2020-07-23,433,194,4858,28.699682793161642
205,2020-07-24,621,261,4136,42.54278006184593
206,2020-07-25,81,248,4213,54.002289615422086
207,2020-07-26,197,334,1470,105.23016548556849
208,2020-07-27,596,152,8027,3.1389375406607245
209,2020-07-28,399,49,4030,185.3520533584369
210,2020-07-29,74,19,4548,114.20582139566413
211,2020-07-30,59,295,9719,193.01513935124007
212,2020-07-31,916,191,8709,0.34552870860538043
213,2020-08-01,91,256,7023,108.66864676889418
214,2020-08-02,629,307,5994,4.851115012656915
215,2020-08-03,581,389,7638,73.33073895087183
216,2020-08-04,386,132,5872,138.8864592254127
217,2020-08-05,603,343,2679,137.76954972260594
218,2020-08-06,100,355,3144,67.25712477344045
219,2020-08-07,57,215,8884,188.6894822298154
220,2020-08-08,863,33,880,119.12456200425154
221,2020-08-09,13,334,8396,168.99170137810066
222,2020-08-10,819,283,8209,87.31830497805294
223,2020-08-11,337,150,7552,92.51942145695126
224,2020-08-12,86,90,9442,32.101185341977654
225,2020-08-13,819,270,6538,134.31409938177688
226,2020-08-14,526,276,1367,99.02617360347877
227,2020-08-15,809,151,1386,63.69396663161125
228,2020-08-16,840,1,8657,115.50215257553786
229,2020-08-17,807,215,772,174.9634234647037
230,2020-08-18,862,283,9978,23.419634392489066
231,2020-08-19,711,69,7054,183.22716900844372
232,2020-08-20,597,241,5751,18.52043753802304
233,2020-08-21,737,85,4623,91.04456916652006
234,2020-08-22,41,199,6155,84.1214902000204
235,2020-08-23,932,342,1776,38.65489979641863
236,2020-08-24,29,361,3283,136.96041151145332
237,2020-08-25,900,178,2928,179.1162446354254
238,2020-08-26,767,92,5037,130.15358160605192
239,2020-08-27,376,64,1589,147.92689203854803
240,2020-08-28,240,178,3785,91.18777557691458
241,2020-08-29,101,157,2669,34.69850519278977
242,2020-08-30,356,74,2439,193.56077470758478
243,2020-08-31,319,66,7313,135.0582483982155
244,2020-09-01,577,50,8238,44.96880954916664
245,2020-09-02,416,5,6013,160.20149169664828
246,2020-09-03,948,137,6799,185.66443221263728
247,2020-09-04,698,132,5671,152.38592624961683
248,2020-09-05,481,198,5606,149.076407759242
249,2020-09-06,229,201,6009,55.62656691417964
250,2020-09-07,193,170,3264,125.7406220956938
251,2020-09-08,208,351,9800,84.46940910288686
252,2020-09-09,68,157,5282,84.5854543194698
253,2020-09-10,973,92,7322,62.60332187244646
254,2020-09-11,729,338,3599,155.77271903086734
255,2020-09-12,30,354,8055,157.98407619453445
256,2020-09-13,922,252,4334,50.112882977157504
257,2020-09-14,728,173,452,124.75325410867164
258,2020-09-15,652,136,278,24.803190719832347
259,2020-09-16,644,5,7907,127.73533500483994
260,2020-09-17,857,189,843,103.72321803907805
261,2020-09-18,889,66,9963,199.47242185024996
262,2020-09-19,539,99,4238,146.63719356946288
263,2020-09-20,439,191,6865,117.65184999465819
264,2020-09-21,179,95,8625,189.23257654662237
265,2020-09-22,814,208,9094,165.30327242420253
266,2020-09-23,267,47,9973,190.52925335680044
267,2020-09-24,252,91,3135,19.42621272728855
268,2020-09-25,734,35,451,145.18297158012098
269,2020-09-26,484,32,6796,80.49574276055796
270,2020-09-27,514,118,9574,183.94519763918598
271,2020-09-28,95,295,5406,101.34141678965464
272,2020-09-29,467,52,7025,183.32658954108618
273,2020-09-30,102,234,4049,91.31551777261615
274,2020-10-01,527,225,3834,89.19769200601742
275,2020-10-02,136,291,2564,131.25083774773242
276,2020-10-03,220,20,8708,74.57120254302605
277,2020-10-04,839,243,9439,87.56199876910058
278,2020-10-05,258,259,2131,50.58167052808429
279,2020-10-06,797,229,4933,51.35111791285596
280,2020-10-07,411,53,9711,91.40546878761717
281,2020-10-08,307,86,3355,157.8639751874297
282,2020-10-09,57,196,9071,99.07582042616556
283,2020-10-10,396,389,3434,105.41335283512987
284,2020-10-11,641,8,9702,122.0361900305355
285,2020-10-12,831,264,2487,192.64629212799522
286,2020-10-13,896,348,337,105.32177868612516
287,2020-10-14,509,54,6890,57.19854180535595
288,2020-10-15,819,199,5749,161.94852942651988
289,2020-10-16,442,25,4200,166.96830794946965
290,2020-10-17,473,249,2919,79.89900604249591
291,2020-10-18,836,180,7036,169.77349078202917
292,2020-10-19,986,30,9661,42.80431336702954
293,2020-10-20,516,44,3041,59.67891799630176
294,2020-10-21,598,117,6701,188.34510619911268
295,2020-10-22,328,302,5922,34.53660537539505
296,2020-10-23,315,179,1061,165.4255920049549
297,2020-10-24,339,286,8944,85.63399527980108
298,2020-10-25,735,345,9912,111.32672735423121
299,2020-10-26,53,44,8066,2.2474613467629023
300,2020-10-27,879,252,4362,73.53247965288077
301,2020-10-28,525,398,8109,159.41935355463303
302,2020-10-29,991,115,4554,68.17729561598271
303,2020-10-30,670,21,9218,160.69780125645005
304,2020-10-31,293,112,2371,193.43369015736124
305,2020-11-01,570,68,927,142.0334891175903
306,2020-11-02,557,25,5842,51.96876423646843
307,2020-11-03,554,329,7161,136.47274431186722
308,2020-11-04,273,120,5279,65.78806333507421
309,2020-11-05,930,46,3306,174.5385949380477
310,2020-11-06,843,184,7912,171.03680647471813
311,2020-11-07,864,319,2727,176.55387954105387
312,2020-11-08,99,327,2232,156.28942742897337
313,2020-11-09,967,147,6539,138.5706379932819
314,2020-11-10,585,245,8998,160.74016323519103
315,2020-11-11,238,121,7498,108.08561544258922
316,2020-11-12,176,320,5867,174.83665107597525
317,2020-11-13,540,323,8833,38.83255841089637
318,2020-11-14,511,97,6135,5.842668667877282
319,2020-11-15,976,221,8747,69.23378419047054
320,2020-11-16,169,42,9184,19.987365250053134
321,2020-11-17,772,179,8705,2.731615854709113
322,2020-11-18,584,155,7268,77.0031304544795
323,2020-11-19,713,68,7235,182.79589379868756
324,2020-11-20,955,85,2322,119.09503594092708
325,2020-11-21,931,301,3883,196.65077588689707
326,2020-11-22,374,338,4889,51.67663860220743
327,2020-11-23,566,285,1478,30.071763737347588
328,2020-11-24,291,14,1655,98.46252848544421
329,2020-11-25,365,169,6830,49.22517028721711
330,2020-11-26,637,137,5212,15.657361626879407
331,2020-11-27,833,180,8431,174.99338295723874
332,2020-11-28,871,397,1961,177.94161049256377
333,2020-11-29,439,323,617,46.28108384444314
334,2020-11-30,729,122,2835,88.65321039847147
335,2020-12-01,617,288,9602,23.292657892191283
336,2020-12-02,465,66,5574,165.02708048264327
337,2020-12-03,109,376,7158,71.24766699525611
338,2020-12-04,382,127,5661,172.0085690459424
339,2020-12-05,992,115,4341,37.29885715498327
340,2020-12-06,335,131,8855,66.5075956028963
341,2020-12-07,593,249,2563,74.45743000849676
342,2020-12-08,401,229,1469,102.14894579416199
343,2020-12-09,635,393,9454,11.337888682578523
344,2020-12-10,362,221,6276,149.20439990970013
345,2020-12-11,681,358,2242,60.4964209931959
346,2020-12-12,779,101,9401,195.11776859365278
347,2020-12-13,189,210,6823,53.22129458409508
348,2020-12-14,930,164,4525,90.50025180594045
349,2020-12-15,9,394,8241,172.05901344417447
350,2020-12-16,42,76,1875,94.82212434828381
351,2020-12-17,591,233,7120,28.02754565348915
352,2020-12-18,644,348,9879,19.239641932204734
353,2020-12-19,430,255,3908,86.3639023061765
354,2020-12-20,447,224,9811,10.155300378468347
355,2020-12-21,324,174,994,142.568942643727
356,2020-12-22,133,320,9709,174.69412054876267
357,2020-12-23,809,367,2700,88.12006337318621
358,2020-12-24,896,35,4149,77.91816537792484
359,2020-12-25,408,285,3702,57.24163237339705
360,2020-12-26,856,43,1301,164.9196574838711
361,2020-12-27,988,46,3277,3.743794449858484
362,2020-12-28,318,317,4629,82.38186367538418
363,2020-12-29,769,143,8750,52.55509439813664
364,2020-12-30,469,141,937,102.95862381643953
365,2020-12-31,782,285,8681,151.36285497822507
366,2021-01-01,318,100,5862,145.84098231511447
367,2021-01-02,634,343,6803,161.6619905110403
368,2021-01-03,549,178,4551,72.22851099383114
369,2021-01-04,468,306,2500,96.29674107779189
370,2021-01-05,586,83,7915,158.88118290161825
371,2021-01-06,762,327,452,165.25346520216425
372,2021-01-07,43,266,1876,131.5025915143519
373,2021-01-08,37,52,7386,86.29450800683298
374,2021-01-09,697,88,2720,171.6816033273627
375,2021-01-10,669,82,5032,4.044543994678174
376,2021-01-11,311,360,5475,54.599857989497956
377,2021-01-12,177,172,5851,192.30512769373885
378,2021-01-13,320,34,9100,48.62512133366494
379,2021-01-14,87,218,1288,144.58257406446808
380,2021-01-15,691,128,3985,125.63710256188784
381,2021-01-16,492,314,3060,168.56064240148464
382,2021-01-17,151,385,224,48.69064960448064
383,2021-01-18,149,356,4978,177.14379386428178
384,2021-01-19,30,227,4616,137.48798781181125
385,2021-01-20,983,137,7835,190.44030705594574
386,2021-01-21,845,218,6829,92.26891185749754
387,2021-01-22,456,41,8078,146.82398496615104
388,2021-01-23,662,194,367,163.5982725626539
389,2021-01-24,869,187,5526,139.3696526512582
390,2021-01-25,780,5,2618,127.02334354624915
391,2021-01-26,596,216,6574,23.502459119939402
392,2021-01-27,814,266,4240,56.4192008333672
393,2021-01-28,358,263,1881,10.63034515997936
394,2021-01-29,16,265,7877,87.24631507644354
395,2021-01-30,4,282,3727,44.94568304355331
396,2021-01-31,802,163,2197,10.18952519182308
397,2021-02-01,787,251,6638,114.31869168096111
398,2021-02-02,266,302,6698,33.42378598837858
399,2021-02-03,187,23,430,93.70164462585258
400,2021-02-04,105,83,6773,167.92243061168938
401,2021-02-05,20,9,4587,76.52917540757782
402,2021-02-06,909,263,877,132.78064573125184
403,2021-02-07,211,190,8258,106.3378388589634
404,2021-02-08,68,27,9572,15.064189639689939
405,2021-02-09,58,140,3189,95.87351362494978
406,2021-02-10,773,376,890,92.38815989843114
407,2021-02-11,197,31,4928,64.31271675490768
408,2021-02-12,601,388,2842,19.546533217648165
409,2021-02-13,101,293,8342,39.01769565940818
410,2021-02-14,245,76,3676,42.49979821180234
411,2021-02-15,255,128,654,36.597921907795914
412,2021-02-16,499,225,6178,47.29320671219639
413,2021-02-17,64,190,502,119.28532337820921
414,2021-02-18,355,302,256,173.6791468468158
415,2021-02-19,777,331,7303,187.4219552996565
416,2021-02-20,239,193,3982,189.52178487305312
417,2021-02-21,29,91,2625,40.57947818045577
418,2021-02-22,318,125,3699,98.49464047361268
419,2021-02-23,7,377,5421,114.73809742907281
420,2021-02-24,965,180,4562,93.60518068519386
421,2021-02-25,901,280,7316,113.74993014206957
422,2021-02-26,349,338,4998,20.634793777244198
423,2021-02-27,709,150,7301,88.16760132805595
424,2021-02-28,365,275,3049,192.03760575914598
425,2021-03-01,965,348,628,186.65064075610167
426,2021-03-02,400,346,7660,123.94234871177852
427,2021-03-03,147,330,4599,116.6226047577135
428,2021-03-04,42,145,2682,70.22369831518094
429,2021-03-05,756,91,1959,178.30184427836357
430,2021-03-06,699,66,6081,79.07733956415741
431,2021-03-07,696,281,6108,62.716054333643115
432,2021-03-08,659,75,8541,64.7303480490159
433,2021-03-09,231,32,1573,124.90152825684244
434,2021-03-10,805,229,2319,173.18706606029443
435,2021-03-11,302,386,5756,151.96427062279975
436,2021-03-12,586,159,2417,190.27870505860355
437,2021-03-13,245,195,4484,41.783004268259646
438,2021-03-14,708,257,5288,92.07800788245063
439,2021-03-15,20,314,265,63.400139209273895
440,2021-03-16,661,365,1578,129.42583735711835
441,2021-03-17,55,102,6696,15.623614442349677
442,2021-03-18,240,329,9262,27.9247448843575
443,2021-03-19,249,271,3211,3.916302933294058
444,2021-03-20,990,134,8511,78.40694383970586
445,2021-03-21,649,285,621,159.65442275695213
446,2021-03-22,770,277,1341,97.30048352368566
447,2021-03-23,62,237,694,19.704853614878417
448,2021-03-24,762,163,7647,58.333112778313456
449,2021-03-25,34,94,5261,30.546491059875724
450,2021-03-26,59,181,9344,180.3067646625579
451,2021-03-27,615,181,620,91.47867229975155
452,2021-03-28,942,70,5460,12.820418846323234
453,2021-03-29,579,36,2604,92.61334915729589
454,2021-03-30,835,37,3827,168.99509862622696
455,2021-03-31,359,140,6659,6.679667850769011
456,2021-04-01,424,254,1898,53.59482162796769
457,2021-04-02,75,50,8234,154.67951140938615
458,2021-04-03,119,198,1545,13.68995966973059
459,2021-04-04,445,212,4583,17.867317392707506
460,2021-04-05,64,110,7170,16.791447241765844
461,2021-04-06,141,345,6275,158.4418087595493
462,2021-04-07,345,182,1099,9.870521920761588
463,2021-04-08,413,204,9029,185.56782722635026
464,2021-04-09,247,96,9702,90.52103576350676
465,2021-04-10,242,268,1323,163.3283577124997
466,2021-04-11,756,26,8712,63.585603373489995
467,2021-04-12,689,295,1247,89.73105866656645
468,2021-04-13,908,106,2279,102.94951620684667
469,2021-04-14,638,379,8116,162.83148628921094
470,2021-04-15,731,125,2025,79.66809167789408
471,2021-04-16,471,284,6965,5.217577592073508
472,2021-04-17,207,273,2202,129.78923583929424
473,2021-04-18,200,343,1323,78.16593033907633
474,2021-04-19,563,263,9139,23.2883941453361
475,2021-04-20,973,191,7934,54.90306209009104
476,2021-04-21,435,113,5313,38.81071196431629
477,2021-04-22,655,142,9494,154.06849939283921
478,2021-04-23,797,256,37,65.67315692161966
479,2021-04-24,716,218,7555,165.70792724740338
480,2021-04-25,117,70,465,0.45544778793948915
481,2021-04-26,188,30,8855,77.24299125580475
482,2021-04-27,590,18,1420,161.7406093138525
483,2021-04-28,98,399,7861,141.37606576321002
484,2021-04-29,38,170,8658,110.8861736998263
485,2021-04-30,825,328,7287,102.99486268478597
486,2021-05-01,592,214,5925,123.35494704435837
487,2021-05-02,757,324,982,109.93171484876754
488,2021-05-03,750,108,2792,0.11649888731171121
489,2021-05-04,414,115,878,81.7226955722482
490,2021-05-05,135,234,6106,60.69141022842113
491,2021-05-06,876,323,6900,168.62392049085435
492,2021-05-07,969,364,5181,41.62442227824039
493,2021-05-08,139,163,2,137.15598666128926
494,2021-05-09,243,263,8261,52.545475868882605
495,2021-05-10,416,36,3280,1.164252605670102
496,2021-05-11,12,306,7281,74.08968097389265
497,2021-05-12,533,163,5692,17.58912326495934
498,2021-05-13,94,269,1514,40.457028837755196
499,2021-05-14,625,183,9748,77.7179985862267
500,2021-05-15,500,173,2364,109.92859198056897
501,2021-05-16,738,19,4237,149.47800896209466
502,2021-05-17,520,74,7893,141.15204898463085
503,2021-05-18,755,119,8242,113.10572001018056
504,2021-05-19,792,112,3986,151.3516058586223
505,2021-05-20,441,215,56,108.70985486964335
506,2021-05-21,252,223,3967,153.60423333684537
507,2021-05-22,855,208,6840,160.40693399930183
508,2021-05-23,338,253,6646,145.4291792594518
509,2021-05-24,800,121,2133,117.92627892101785
510,2021-05-25,919,121,9583,149.02101312703897
511,2021-05-26,200,258,6770,168.2696712403148
512,2021-05-27,463,180,5470,12.450489140735632
513,2021-05-28,805,345,3019,22.199910007665657
514,2021-05-29,142,181,7407,148.86169858425498
515,2021-05-30,206,25,9116,29.555778258177124
516,2021-05-31,870,337,4188,62.19984395866347
517,2021-06-01,378,291,1230,39.01088829013961
518,2021-06-02,606,328,2003,86.15945065829168
519,2021-06-03,265,178,5672,194.63516591295885
520,2021-06-04,385,241,1351,6.747569485146898
521,2021-06-05,814,325,7158,132.3358315867291
522,2021-06-06,952,286,4150,159.3927064925579
523,2021-06-07,470,359,2365,117.79298527027518
524,2021-06-08,851,344,4072,53.17632908076904
525,2021-06-09,183,398,1278,55.8068568441914
526,2021-06-10,892,24,6603,59.81603743053485
527,2021-06-11,687,295,6708,145.90884843830568
528,2021-06-12,176,387,4238,125.25988682091769
529,2021-06-13,279,120,3431,3.708905983610178
530,2021-06-14,394,396,1173,29.384870116116126
531,2021-06-15,57,2,6211,169.25174563164455
532,2021-06-16,980,300,2718,9.690906131612188
533,2021-06-17,864,85,1405,16.026865308433692
534,2021-06-18,510,341,766,164.06306350601974
535,2021-06-19,634,236,2777,77.74521605597178
536,2021-06-20,972,2,4099,90.2088136081518
537,2021-06-21,452,45,2015,122.33701351544084
538,2021-06-22,798,326,9300,135.23261083012773
539,2021-06-23,415,128,8969,103.57657147786531
540,2021-06-24,330,196,5031,195.58057757781583
541,2021-06-25,913,38,6411,168.89115877881545
542,2021-06-26,818,390,7304,191.42664305164104
543,2021-06-27,645,388,1451,187.59776897697844
544,2021-06-28,389,31,1963,112.5073143593688
545,2021-06-29,468,388,4467,124.84962284141741
546,2021-06-30,702,336,4632,25.749398751724463
547,2021-07-01,973,25,2214,181.4291389828458
548,2021-07-02,540,160,3871,78.14290798655907
549,2021-07-03,800,238,9789,25.138199063830747
550,2021-07-04,628,59,7651,149.8217414579387
551,2021-07-05,376,285,9624,53.746324885951125
552,2021-07-06,855,217,4179,30.89868090608543
553,2021-07-07,921,192,4407,65.53554953209688
554,2021-07-08,152,355,9962,88.18703296809389
555,2021-07-09,521,163,4619,41.15742326378784
556,2021-07-10,234,280,6622,101.14320301633923
557,2021-07-11,226,71,1888,106.17367714985792
558,2021-07-12,257,215,2870,19.11745938129139
559,2021-07-13,398,93,7759,63.76743585597631
560,2021-07-14,729,232,2026,137.31867244820413
561,2021-07-15,665,62,5185,21.773470123653805
562,2021-07-16,206,174,270,100.77464224039343
563,2021-07-17,753,30,6910,156.02213557634
564,2021-07-18,482,260,8355,22.53638156182911
565,2021-07-19,55,63,6852,151.42641745329195
566,2021-07-20,48,152,4712,28.761251481918258
567,2021-07-21,73,321,8256,119.57471789440517
568,2021-07-22,314,92,3101,126.62212575809717
569,2021-07-23,398,240,5366,192.27771756564724
570,2021-07-24,881,23,2262,178.37440857227313
571,2021-07-25,997,63,2006,114.66322084287705
572,2021-07-26,657,8,1050,38.400255857675056
573,2021-07-27,56,0,32,192.51503283057014
574,2021-07-28,950,206,213,185.07497032763706
575,2021-07-29,687,86,611,33.50503292010827
576,2021-07-30,804,115,856,62.9140185595564
577,2021-07-31,107,5,6838,160.21917197879978
578,2021-08-01,39,111,7213,88.62590207410632
579,2021-08-02,868,37,1535,173.61098127851795
580,2021-08-03,769,36,6046,39.68474027374667
581,2021-08-04,698,63,2919,112.75851273179387
582,2021-08-05,484,143,797,8.37483467636626
583,2021-08-06,705,173,8859,166.78272379603487
